"field_identifier","title","field_title","field_filepath","field_image_dirname","field_rights","field_abstract","field_contributor","field_publisher","field_weight"
"LAJ_283","第283図: あしたのばん（明晩）","第283図: あしたのばん（明晩）","LAJ_283.tif","laj_map","CC BY 4.0","『日本言語地図』第6集 / 1974年刊（縮刷版1985年刊）","国立国語研究所","大蔵省印刷局",283
"LAJ_284","第284図: あさって（明後日）","第284図: あさって（明後日）","LAJ_284.tif","laj_map","CC BY 4.0","『日本言語地図』第6集 / 1974年刊（縮刷版1985年刊）","国立国語研究所","大蔵省印刷局",284
"LAJ_285","第285図: しあさって（明明後日）","第285図: しあさって（明明後日）","LAJ_285.tif","laj_map","CC BY 4.0","『日本言語地図』第6集 / 1974年刊（縮刷版1985年刊）","国立国語研究所","大蔵省印刷局",285
"LAJ_286","第286図: やのあさって（明明明後日）","第286図: やのあさって（明明明後日）","LAJ_286.tif","laj_map","CC BY 4.0","『日本言語地図』第6集 / 1974年刊（縮刷版1985年刊）","国立国語研究所","大蔵省印刷局",286
"LAJ_287","第287図: なのか（七日）","第287図: なのか（七日）","LAJ_287.tif","laj_map","CC BY 4.0","『日本言語地図』第6集 / 1974年刊（縮刷版1985年刊）","国立国語研究所","大蔵省印刷局",287
"LAJ_288","第288図: ここのか（九日）","第288図: ここのか（九日）","LAJ_288.tif","laj_map","CC BY 4.0","『日本言語地図』第6集 / 1974年刊（縮刷版1985年刊）","国立国語研究所","大蔵省印刷局",288
"LAJ_289","第289図: 「おおきい」（第17図）と「ふとい」（第20図）と「あらい」（第21図）との総合図","第289図: 「おおきい」（第17図）と「ふとい」（第20図）と「あらい」（第21図）との総合図","LAJ_289.tif","laj_map","CC BY 4.0","『日本言語地図』第6集 / 1974年刊（縮刷版1985年刊）","国立国語研究所","大蔵省印刷局",289
"LAJ_290","第290図: 「ちいさい」（第22図）と「ほそい」（第24図）と「こまかい」（第25図）との総合図","第290図: 「ちいさい」（第22図）と「ほそい」（第24図）と「こまかい」（第25図）との総合図","LAJ_290.tif","laj_map","CC BY 4.0","『日本言語地図』第6集 / 1974年刊（縮刷版1985年刊）","国立国語研究所","大蔵省印刷局",290
"LAJ_291","第291図: おいしい（美味しい）","第291図: おいしい（美味しい）","LAJ_291.tif","laj_map","CC BY 4.0","『日本言語地図』第6集 / 1974年刊（縮刷版1985年刊）","国立国語研究所","大蔵省印刷局",291
"LAJ_292","第292図: ケチダを“不思議だ，不都合だ”などの意味で使うか。","第292図: ケチダを“不思議だ，不都合だ”などの意味で使うか。","LAJ_292.tif","laj_map","CC BY 4.0","『日本言語地図』第6集 / 1974年刊（縮刷版1985年刊）","国立国語研究所","大蔵省印刷局",292
"LAJ_293","第293図: いくつ（何歳）","第293図: いくつ（何歳）","LAJ_293.tif","laj_map","CC BY 4.0","『日本言語地図』第6集 / 1974年刊（縮刷版1985年刊）","国立国語研究所","大蔵省印刷局",293
"LAJ_294","第294図: かつぐ（片方の肩で包を担ぐ）","第294図: かつぐ（片方の肩で包を担ぐ）","LAJ_294.tif","laj_map","CC BY 4.0","『日本言語地図』第6集 / 1974年刊（縮刷版1985年刊）","国立国語研究所","大蔵省印刷局",294
"LAJ_295","第295図: かつぐ（担ぐ）―第66，67，68図の総合図","第295図: かつぐ（担ぐ）―第66，67，68図の総合図","LAJ_295.tif","laj_map","CC BY 4.0","『日本言語地図』第6集 / 1974年刊（縮刷版1985年刊）","国立国語研究所","大蔵省印刷局",295
"LAJ_296","第296図: かぞえる（お金を数える）","第296図: かぞえる（お金を数える）","LAJ_296.tif","laj_map","CC BY 4.0","『日本言語地図』第6集 / 1974年刊（縮刷版1985年刊）","国立国語研究所","大蔵省印刷局",296
"LAJ_297","第297図: カドの意味","第297図: カドの意味","LAJ_297.tif","laj_map","CC BY 4.0","『日本言語地図』第6集 / 1974年刊（縮刷版1985年刊）","国立国語研究所","大蔵省印刷局",297
"LAJ_298","第298図: ほうほう（梟の鳴き声）―その１","第298図: ほうほう（梟の鳴き声）―その１","LAJ_298.tif","laj_map","CC BY 4.0","『日本言語地図』第6集 / 1974年刊（縮刷版1985年刊）","国立国語研究所","大蔵省印刷局",298
"LAJ_299","第299図: ほうほう（梟の鳴き声）―その２","第299図: ほうほう（梟の鳴き声）―その２","LAJ_299.tif","laj_map","CC BY 4.0","『日本言語地図』第6集 / 1974年刊（縮刷版1985年刊）","国立国語研究所","大蔵省印刷局",299
"LAJ_300","第300図: ちゅんちゅん（雀の鳴き声）","第300図: ちゅんちゅん（雀の鳴き声）","LAJ_300.tif","laj_map","CC BY 4.0","『日本言語地図』第6集 / 1974年刊（縮刷版1985年刊）","国立国語研究所","大蔵省印刷局",300
"LAJ_S01","参考地図Ⅰ: 調査地点番号地図","参考地図Ⅰ: 調査地点番号地図","LAJ_S01.tif","laj_map","public domain","『日本言語地図』第1集 / 1966年刊（縮刷版1981年刊）","国立国語研究所","大蔵省印刷局",301
"LAJ_S02","参考地図Ⅱ: 地勢図","参考地図Ⅱ: 地勢図","LAJ_S02.tif","laj_map","public domain","『日本言語地図』第2集 / 1967年刊（縮刷版1982年刊）","国立国語研究所","大蔵省印刷局",302
"LAJ_S03","参考地図Ⅲ: 人口図","参考地図Ⅲ: 人口図","LAJ_S03.tif","laj_map","CC BY 4.0","『日本言語地図』第3集 / 1968年刊（縮刷版1983年刊）","国立国語研究所","大蔵省印刷局",303
"LAJ_S04","参考地図Ⅳ: 産業図","参考地図Ⅳ: 産業図","LAJ_S04.tif","laj_map","CC BY 4.0","『日本言語地図』第4集 / 1970年刊（縮刷版1984年刊）","国立国語研究所","大蔵省印刷局",304
"LAJ_S05","参考地図Ⅴ: 近代道路図（明治20年前後）","参考地図Ⅴ: 近代道路図（明治20年前後）","LAJ_S05.tif","laj_map","CC BY 4.0","『日本言語地図』第5集 / 1972年刊（縮刷版1984年刊）","国立国語研究所","大蔵省印刷局",305
"LAJ_S06","参考地図Ⅵ: 近世藩領図（1664年・寛文4年）","参考地図Ⅵ: 近世藩領図（1664年・寛文4年）","LAJ_S06.tif","laj_map","CC BY 4.0","『日本言語地図』第6集 / 1974年刊（縮刷版1985年刊）","国立国語研究所","大蔵省印刷局",306
