調査地点番号	調査地点都道府県名（原表記）	調査地点名（原表記）	調査地点都道府県名	調査地点名	json_result	estimated_long	estimated_lat	level	fullname	note	mesh_lat	mesh_long	mesh_lat_jgd	mesh_long_jgd	メッシュ北西端との距離
0716.46	北海道	稚内市北浜通10丁目	北海道	稚内市北浜通10丁目	"{""matched"": ""北海道稚内市"", ""candidates"": [{""id"": 8608201, ""name"": ""稚内市"", ""x"": 141.67308044433594, ""y"": 45.41567611694336, ""level"": 3, ""priority"": 1, ""note"": ""geoshape_city_id:01214A1968/jisx0402:01214/postcode:0970000"", ""fullname"": [""北海道"", ""稚内市""]}]}"	141.673080444336	45.4156761169434	3	北海道 稚内市		452600	1413900	452607.87834	1413846.12885	3.04757106690466
0724.12	北海道	礼文郡礼文町香深字トンナイ	北海道	礼文郡礼文町香深字トンナイ	"{""matched"": ""北海道礼文郡礼文町"", ""candidates"": [{""id"": 8596401, ""name"": ""礼文町"", ""x"": 141.04771423339844, ""y"": 45.303062438964844, ""level"": 3, ""priority"": 1, ""note"": ""geoshape_city_id:01517A1968/jisx0402:01517/postcode:0971200"", ""fullname"": [""北海道"", ""礼文郡"", ""礼文町""]}]}"	141.047714233398	45.3030624389648	3	北海道 礼文郡 礼文町		451900	1410300	451907.85099	1410246.34553	1.75917077421093
0724.58	北海道	利尻郡東利尻町鴛泊本町	北海道	利尻郡東利尻町鴛泊本町	"{""matched"": ""北海道利尻郡東利尻町"", ""candidates"": [{""id"": 1597566, ""name"": ""東利尻町"", ""x"": 141.2147216796875, ""y"": 45.247459411621094, ""level"": 3, ""priority"": 1, ""note"": ""geoshape_city_id:01519A1968/jisx0402:01519"", ""fullname"": [""北海道"", ""利尻郡"", ""東利尻町""]}]}"	141.214721679688	45.2474594116211	3	北海道 利尻郡 東利尻町		451500	1411200	451507.8969	1411146.31896	1.54255941931315
0724.95	北海道	利尻郡利尻町泉町	北海道	利尻郡利尻町泉町	"{""matched"": ""北海道利尻郡利尻町"", ""candidates"": [{""id"": 1586811, ""name"": ""利尻町"", ""x"": 141.1396026611328, ""y"": 45.187042236328125, ""level"": 3, ""priority"": 1, ""note"": ""geoshape_city_id:01518A1968/jisx0402:01518/postcode:0970400"", ""fullname"": [""北海道"", ""利尻郡"", ""利尻町""]}]}"	141.139602661133	45.1870422363281	3	北海道 利尻郡 利尻町		451100	1410730	451107.91237	1410716.35253	1.45127873669189
0737.94	北海道	天塩郡幌延町字幌延2条1丁目	北海道	天塩郡幌延町字幌延2条1丁目	"{""matched"": ""北海道天塩郡幌延町字幌延2"", ""candidates"": [{""id"": 2717316, ""name"": ""2番地"", ""x"": 141.81167602539062, ""y"": 45.043846130371094, ""level"": 7, ""priority"": 9, ""note"": """", ""fullname"": [""北海道"", ""天塩郡"", ""幌延町"", ""字幌延"", ""2番地""]}]}"	141.811676025391	45.0438461303711	7	北海道 天塩郡 幌延町 字幌延 2番地		450100	1415100	450108.07827	1415046.15245	3.87666213554855
0747.70	北海道	天塩郡天塩町新栄通り1丁目	北海道	天塩郡天塩町新栄通り1丁目	"{""matched"": ""北海道天塩郡天塩町新栄通り1丁目"", ""candidates"": [{""id"": 2700866, ""name"": ""一丁目"", ""x"": 141.746337890625, ""y"": 44.88058090209961, ""level"": 6, ""priority"": 2, ""note"": ""aza_id:0015001/postcode:0983303"", ""fullname"": [""北海道"", ""天塩郡"", ""天塩町"", ""新栄通"", ""一丁目""]}]}"	141.746337890625	44.8805809020996	6	北海道 天塩郡 天塩町 新栄通 一丁目		445300	1414500	445308.12805	1414446.21759	0.557265487808201
0776.88	北海道	苫前郡羽幌町	北海道	苫前郡羽幌町	"{""matched"": ""北海道苫前郡羽幌町"", ""candidates"": [{""id"": 9442233, ""name"": ""羽幌町"", ""x"": 141.69725036621094, ""y"": 44.36061096191406, ""level"": 3, ""priority"": 1, ""note"": ""geoshape_city_id:01484A1968/jisx0402:01484/postcode:0784100"", ""fullname"": [""北海道"", ""苫前郡"", ""羽幌町""]}]}"	141.697250366211	44.3606109619141	3	北海道 苫前郡 羽幌町		442200	1414200	442208.32004	1414146.34723	0.9340345163462
0779.03	北海道	中川郡美深町字敷島	北海道	中川郡美深町字敷島	"{""matched"": ""北海道中川郡美深町字敷島"", ""candidates"": [{""id"": 854140, ""name"": ""字敷島"", ""x"": 142.3501739501953, ""y"": 44.49618911743164, ""level"": 5, ""priority"": 2, ""note"": ""aza_id:0012000/postcode:0982214"", ""fullname"": [""北海道"", ""中川郡"", ""美深町"", ""字敷島""]}]}"	142.350173950195	44.4961891174316	5	北海道 中川郡 美深町 字敷島		443000	1421930	443008.35149	1421916.11038	2.40136161477991
0789.95	北海道	士別市東1条7丁目	北海道	士別市東1条7丁目	"{""matched"": ""北海道士別市東1条7丁目"", ""candidates"": [{""id"": 2507936, ""name"": ""七丁目"", ""x"": 142.39498901367188, ""y"": 44.17497253417969, ""level"": 6, ""priority"": 2, ""note"": ""aza_id:0030007/postcode:0950011"", ""fullname"": [""北海道"", ""士別市"", ""東一条"", ""七丁目""]}]}"	142.394989013672	44.1749725341797	6	北海道 士別市 東一条 七丁目		441100	1422230	441108.48348	1422216.16941	2.24310484315284
0840.33	北海道	枝幸郡枝幸町梅ケ枝町	北海道	枝幸郡枝幸町梅ケ枝町	"{""matched"": ""北海道枝幸郡枝幸町梅ケ枝町"", ""candidates"": [{""id"": 6906628, ""name"": ""梅ヶ枝町"", ""x"": 142.58306884765625, ""y"": 44.93766403198242, ""level"": 5, ""priority"": 2, ""note"": ""aza_id:0018000/postcode:0985806"", ""fullname"": [""北海道"", ""枝幸郡"", ""枝幸町"", ""梅ヶ枝町""]}]}"	142.583068847656	44.9376640319824	5	北海道 枝幸郡 枝幸町 梅ヶ枝町		445700	1423430	445708.19947	1423415.92464	1.87863273961002
0861.48	北海道	紋別郡雄武町字雄武市街地基線中通り	北海道	紋別郡雄武町字雄武市街地基線中通り	"{""matched"": ""北海道紋別郡雄武町字雄武市"", ""candidates"": [{""id"": 9061304, ""name"": ""字雄武"", ""x"": 142.95181274414062, ""y"": 44.58480453491211, ""level"": 5, ""priority"": 2, ""note"": ""aza_id:0012000/postcode:0981702"", ""fullname"": [""北海道"", ""紋別郡"", ""雄武町"", ""字雄武""]}, {""id"": 9067012, ""name"": ""雄武"", ""x"": 142.96392822265625, ""y"": 44.58403015136719, ""level"": 6, ""priority"": 9, ""note"": ""aza_id:0000120/postcode:0981702"", ""fullname"": [""北海道"", ""紋別郡"", ""雄武町"", ""雄武""]}]}"	142.951812744141	44.5848045349121	5	北海道 紋別郡 雄武町 字雄武		443600	1425700	443608.378	1425645.897	2.00056742472915
0873.94	北海道	中川郡本別町大字本別村字北4丁目	北海道	中川郡本別町大字本別村字北4丁目	"{""matched"": ""北海道中川郡本別町"", ""candidates"": [{""id"": 757468, ""name"": ""本別町"", ""x"": 143.6109619140625, ""y"": 43.12461471557617, ""level"": 3, ""priority"": 1, ""note"": ""geoshape_city_id:01646A1968/jisx0402:01646/postcode:0893300"", ""fullname"": [""北海道"", ""中川郡"", ""本別町""]}]}"	143.610961914063	43.1246147155762	3	北海道 中川郡 本別町		442100	1432100	442108.54199	1432045.84337	138.168970178651
0894.61	北海道	紋別郡遠軽町向遠軽	北海道	紋別郡遠軽町向遠軽	"{""matched"": ""北海道紋別郡遠軽町向遠軽"", ""candidates"": [{""id"": 8991321, ""name"": ""向遠軽"", ""x"": 143.55929565429688, ""y"": 44.05220031738281, ""level"": 5, ""priority"": 2, ""note"": ""aza_id:0062000/postcode:0990411"", ""fullname"": [""北海道"", ""紋別郡"", ""遠軽町"", ""向遠軽""]}]}"	143.559295654297	44.0522003173828	5	北海道 紋別郡 遠軽町 向遠軽		440400	1433130	440408.66614	1433115.86734	3.58438162509853
0896.22	北海道	常呂郡常呂町字トコロ	北海道	常呂郡常呂町字トコロ	"{""matched"": ""北海道常呂郡常呂町"", ""candidates"": [{""id"": 3873019, ""name"": ""常呂町"", ""x"": 143.89437866210938, ""y"": 43.807823181152344, ""level"": 3, ""priority"": 0, ""note"": ""ref:北海道北見市"", ""fullname"": [""北海道"", ""常呂郡"", ""常呂町""]}]}"	143.894378662109	43.8078231811523	3	北海道 常呂郡 常呂町		440800	1440300	440808.687	1440245.71	38.4299197691241
0897.91	北海道	網走市台町	北海道	網走市台町	"{""matched"": ""北海道網走市台町"", ""candidates"": [{""id"": 9092611, ""name"": ""台町"", ""x"": 144.27618408203125, ""y"": 44.01618957519531, ""level"": 5, ""priority"": 2, ""note"": """", ""fullname"": [""北海道"", ""網走市"", ""台町""]}]}"	144.276184082031	44.0161895751953	5	北海道 網走市 台町		440100	1441630	440108.75357	1441615.66337	0.524670355551559
0990.97	北海道	目梨郡羅臼町本町	北海道	目梨郡羅臼町本町	"{""matched"": ""北海道目梨郡羅臼町本町"", ""candidates"": [{""id"": 8338678, ""name"": ""本町"", ""x"": 145.1866912841797, ""y"": 44.01789474487305, ""level"": 5, ""priority"": 2, ""note"": ""aza_id:0019000/postcode:0861833"", ""fullname"": [""北海道"", ""目梨郡"", ""羅臼町"", ""本町""]}]}"	145.18669128418	44.0178947448731	5	北海道 目梨郡 羅臼町 本町		440100	1451030	440108.83004	1451015.3847	1.26682924805942
1699.14	北海道	瀬棚郡瀬棚町字梅花都	北海道	瀬棚郡瀬棚町字梅花都	"{""matched"": ""北海道瀬棚郡瀬棚町字梅花"", ""candidates"": [{""id"": 959950, ""name"": ""梅花都"", ""x"": 139.84957885742188, ""y"": 42.4747428894043, ""level"": 6, ""priority"": 9, ""note"": ""aza_id:0000164"", ""fullname"": [""北海道"", ""久遠郡"", ""せたな町"", ""梅花都""]}]}"	139.849578857422	42.4747428894043	6	北海道 久遠郡 せたな町 梅花都		422900	1395100	422908.87444	1395047.26894	1.25558828083672
1706.82	北海道	増毛郡増毛町字箸別	北海道	増毛郡増毛町字箸別	"{""matched"": ""北海道増毛郡増毛町字箸別"", ""candidates"": [{""id"": 2440239, ""name"": ""箸別"", ""x"": 141.5530242919922, ""y"": 43.85353088378906, ""level"": 5, ""priority"": 2, ""note"": ""aza_id:0018000/postcode:0770207"", ""fullname"": [""北海道"", ""増毛郡"", ""増毛町"", ""箸別""]}]}"	141.553024291992	43.8535308837891	5	北海道 増毛郡 増毛町 箸別		435200	1413300	435208.512	1413246.503	1.80707496768306
1708.05	北海道	雨竜郡幌加内町	北海道	雨竜郡幌加内町	"{""matched"": ""北海道雨竜郡幌加内町"", ""candidates"": [{""id"": 10618652, ""name"": ""幌加内町"", ""x"": 142.15382385253906, ""y"": 44.00981140136719, ""level"": 3, ""priority"": 1, ""note"": ""geoshape_city_id:01472A2010/jisx0402:01472/jisx0402:01439/postcode:0740400"", ""fullname"": [""北海道"", ""雨竜郡"", ""幌加内町""]}]}"	142.153823852539	44.0098114013672	3	北海道 雨竜郡 幌加内町		440000	1420730	440008.52188	1420716.2923	2.73795447331857
1715.53	北海道	増毛郡増毛町字雄冬	北海道	増毛郡増毛町字雄冬	"{""matched"": ""北海道増毛郡増毛町字雄冬"", ""candidates"": [{""id"": 2447946, ""name"": ""雄冬"", ""x"": 141.34934997558594, ""y"": 43.74738311767578, ""level"": 5, ""priority"": 2, ""note"": ""aza_id:0007000/postcode:0770341"", ""fullname"": [""北海道"", ""増毛郡"", ""増毛町"", ""雄冬""]}]}"	141.349349975586	43.7473831176758	5	北海道 増毛郡 増毛町 雄冬		434500	1411930	434508.532	1411916.591	2.32223135347363
1719.17	北海道	上川郡永山町9丁目	北海道	上川郡永山町9丁目	"{""matched"": ""北海道上川郡永山町"", ""candidates"": [{""id"": 474390, ""name"": ""永山町"", ""x"": 142.4368133544922, ""y"": 43.81060028076172, ""level"": 3, ""priority"": 1, ""note"": ""geoshape_city_id:01B0360003"", ""fullname"": [""北海道"", ""上川郡"", ""永山町""]}]}"	142.436813354492	43.8106002807617	3	北海道 上川郡 永山町		434900	1422530	434908.63516	1422516.23512	1.56847958838917
1719.38	北海道	上川郡東旭川村字上兵村	北海道	上川郡東旭川村字上兵村	"{""matched"": ""北海道上川郡東旭川村"", ""candidates"": [{""id"": 437351, ""name"": ""東旭川村"", ""x"": 142.44189453125, ""y"": 43.771629333496094, ""level"": 3, ""priority"": 1, ""note"": ""geoshape_city_id:01B0360017"", ""fullname"": [""北海道"", ""上川郡"", ""東旭川村""]}]}"	142.44189453125	43.7716293334961	3	北海道 上川郡 東旭川村		434700	1422700	434708.65329	1422646.23276	1.60591819049377
1725.35	北海道	浜益郡浜益村字茂生	北海道	浜益郡浜益村字茂生	"{""matched"": ""北海道浜益郡浜益村"", ""candidates"": [{""id"": 7757044, ""name"": ""浜益村"", ""x"": 141.3867645263672, ""y"": 43.60062789916992, ""level"": 3, ""priority"": 1, ""note"": ""geoshape_city_id:01306A1968/jisx0402:01306"", ""fullname"": [""北海道"", ""浜益郡"", ""浜益村""]}]}"	141.386764526367	43.6006278991699	3	北海道 浜益郡 浜益村		433700	1412230	433708.58669	1412216.59723	2.39828501033992
1727.75	北海道	樺戸郡新十津川町菊水町	北海道	樺戸郡新十津川町菊水町	"{""matched"": ""北海道樺戸郡新十津川町"", ""candidates"": [{""id"": 7182627, ""name"": ""新十津川町"", ""x"": 141.87701416015625, ""y"": 43.548500061035156, ""level"": 3, ""priority"": 1, ""note"": ""geoshape_city_id:01432A1968/jisx0402:01432/postcode:0731100"", ""fullname"": [""北海道"", ""樺戸郡"", ""新十津川町""]}]}"	141.877014160156	43.5485000610352	3	北海道 樺戸郡 新十津川町		433300	1415230	433308.66737	1415216.46466	0.636646812690333
1731.89	北海道	積丹郡積丹町字入舸	北海道	積丹郡積丹町字入舸	"{""matched"": ""北海道積丹郡積丹町"", ""candidates"": [{""id"": 8696558, ""name"": ""積丹町"", ""x"": 140.59800720214844, ""y"": 43.298709869384766, ""level"": 3, ""priority"": 1, ""note"": ""geoshape_city_id:01405A1968/jisx0402:01405/postcode:0460200"", ""fullname"": [""北海道"", ""積丹郡"", ""積丹町""]}]}"	140.598007202148	43.2987098693848	3	北海道 積丹郡 積丹町		432200	1402830	432208.59221	1402816.904	12.8879759414586
1736.84	北海道	樺戸郡月形町字中野	北海道	樺戸郡月形町字中野	"{""matched"": ""北海道樺戸郡月形町字中野"", ""candidates"": [{""id"": 7228207, ""name"": ""字中野"", ""x"": 141.6311492919922, ""y"": 43.38233184814453, ""level"": 5, ""priority"": 9, ""note"": ""aza_id:0017000"", ""fullname"": [""北海道"", ""樺戸郡"", ""月形町"", ""字中野""]}]}"	141.631149291992	43.3823318481445	5	北海道 樺戸郡 月形町 字中野		432200	1413600	432208.70791	1413546.5885	3.18034734787827
1738.19	北海道	芦別市野花南町金剛	北海道	芦別市野花南町金剛	"{""matched"": ""北海道芦別市野花南町"", ""candidates"": [{""id"": 9398712, ""name"": ""野花南町"", ""x"": 142.24168395996094, ""y"": 43.4722785949707, ""level"": 5, ""priority"": 2, ""note"": ""aza_id:0030000/postcode:0791372"", ""fullname"": [""北海道"", ""芦別市"", ""野花南町""]}]}"	142.241683959961	43.4722785949707	5	北海道 芦別市 野花南町		432900	1421330	432908.73577	1421316.35395	2.23076203102254
1739.10	北海道	芦別市野花南町	北海道	芦別市野花南町	"{""matched"": ""北海道芦別市野花南町"", ""candidates"": [{""id"": 9398712, ""name"": ""野花南町"", ""x"": 142.24168395996094, ""y"": 43.4722785949707, ""level"": 5, ""priority"": 2, ""note"": ""aza_id:0030000/postcode:0791372"", ""fullname"": [""北海道"", ""芦別市"", ""野花南町""]}]}"	142.241683959961	43.4722785949707	5	北海道 芦別市 野花南町		432900	1421500	432908.73794	1421446.3418	1.54288753447024
1739.85	北海道	空知郡富良野町学田1区東線	北海道	空知郡富良野町学田1区東線	"{""matched"": ""北海道空知郡富良野町"", ""candidates"": [{""id"": 8804739, ""name"": ""富良野町"", ""x"": 142.3831024169922, ""y"": 43.34202575683594, ""level"": 3, ""priority"": 1, ""note"": ""geoshape_city_id:01B0170022"", ""fullname"": [""北海道"", ""空知郡"", ""富良野町""]}]}"	142.383102416992	43.3420257568359	3	北海道 空知郡 富良野町		432200	1422230	432208.80055	1422216.33572	3.16166742953695
1742.24	北海道	積丹郡積丹町字美国町大字船澗	北海道	積丹郡積丹町字美国町大字船澗	"{""matched"": ""北海道積丹郡積丹町字美国町大字船澗"", ""candidates"": [{""id"": 8715014, ""name"": ""字船澗"", ""x"": 140.6023406982422, ""y"": 43.29551696777344, ""level"": 6, ""priority"": 9, ""note"": ""aza_id:0006112/postcode:0460201"", ""fullname"": [""北海道"", ""積丹郡"", ""積丹町"", ""大字美国町"", ""字船澗""]}]}"	140.602340698242	43.2955169677734	6	北海道 積丹郡 積丹町 大字美国町 字船澗		431800	1403600	431808.62756	1403546.89112	0.90528547405593
1743.70	北海道	余市郡余市町字港町	北海道	余市郡余市町字港町	"{""matched"": ""北海道余市郡余市町字港町"", ""candidates"": [{""id"": 1194080, ""name"": ""港町"", ""x"": 140.77369689941406, ""y"": 43.21171951293945, ""level"": 5, ""priority"": 2, ""note"": ""aza_id:0018000/postcode:0460024"", ""fullname"": [""北海道"", ""余市郡"", ""余市町"", ""港町""]}]}"	140.773696899414	43.2117195129395	5	北海道 余市郡 余市町 港町		431300	1404500	431308.67066	1404446.86634	2.36209965282782
1744.60	北海道	小樽市北高島町	北海道	小樽市北高島町	"{""matched"": ""北海道小樽市"", ""candidates"": [{""id"": 3033433, ""name"": ""小樽市"", ""x"": 140.99459838867188, ""y"": 43.19075393676758, ""level"": 3, ""priority"": 1, ""note"": ""geoshape_city_id:01203A1968/jisx0402:01203/postcode:0470000"", ""fullname"": [""北海道"", ""小樽市""]}]}"	140.994598388672	43.1907539367676	3	北海道 小樽市		431400	1410000	431408.69381	1405946.7989	5.00511726329644
1745.54	北海道	石狩郡石狩町親船町	北海道	石狩郡石狩町親船町	"{""matched"": ""北海道石狩郡石狩町"", ""candidates"": [{""id"": 8489060, ""name"": ""石狩町"", ""x"": 141.31552124023438, ""y"": 43.171363830566406, ""level"": 3, ""priority"": 1, ""note"": ""geoshape_city_id:01302A1968/jisx0402:01302"", ""fullname"": [""北海道"", ""石狩郡"", ""石狩町""]}]}"	141.315521240234	43.1713638305664	3	北海道 石狩郡 石狩町		431500	1412100	431508.72613	1412046.68394	9.35227065733472
1747.04	北海道	美唄市有為第2区	北海道	美唄市有為第2区	"{""matched"": ""北海道美唄市"", ""candidates"": [{""id"": 9298696, ""name"": ""美唄市"", ""x"": 141.85398864746094, ""y"": 43.332950592041016, ""level"": 3, ""priority"": 1, ""note"": ""geoshape_city_id:01215A1968/jisx0402:01215/postcode:0720000"", ""fullname"": [""北海道"", ""美唄市""]}]}"	141.853988647461	43.332950592041	3	北海道 美唄市		432000	1415100	432008.74929	1415046.51544	0.69939517722824
1747.55	北海道	三笠市多賀町	北海道	三笠市多賀町	"{""matched"": ""北海道三笠市多賀町"", ""candidates"": [{""id"": 241350, ""name"": ""多賀町"", ""x"": 141.87722778320312, ""y"": 43.24363327026367, ""level"": 5, ""priority"": 2, ""note"": ""aza_id:0020000/postcode:0682152"", ""fullname"": [""北海道"", ""三笠市"", ""多賀町""]}]}"	141.877227783203	43.2436332702637	5	北海道 三笠市 多賀町		431500	1415230	431508.78549	1415216.52822	1.0921753807784
1754.16	北海道	小樽市銭函町	北海道	小樽市銭函町	"{""matched"": ""北海道小樽市銭函"", ""candidates"": [{""id"": 3148416, ""name"": ""銭函"", ""x"": 141.14697265625, ""y"": 43.145992279052734, ""level"": 5, ""priority"": 2, ""note"": """", ""fullname"": [""北海道"", ""小樽市"", ""銭函""]}]}"	141.14697265625	43.1459922790527	5	北海道 小樽市 銭函		430900	1410900	430908.741	1410846.764	0.717561799189807
1755.53	北海道	札幌市北8条西6丁目	北海道	札幌市北8条西6丁目	"{""matched"": ""北海道札幌市北"", ""candidates"": [{""id"": 4968720, ""name"": ""北区"", ""x"": 141.34088134765625, ""y"": 43.090694427490234, ""level"": 4, ""priority"": 1, ""note"": ""geoshape_city_id:01102A1972/jisx0402:01102/postcode:0010000"", ""fullname"": [""北海道"", ""札幌市"", ""北区""]}]}"	141.340881347656	43.0906944274902	4	北海道 札幌市 北区		430500	1411930	430508.78808	1411916.72801	1.6805757797087
1756.32	北海道	江別市8条8丁目	北海道	江別市8条8丁目	"{""matched"": ""北海道江別市8条8丁目"", ""candidates"": [{""id"": 7268624, ""name"": ""八丁目"", ""x"": 141.55056762695312, ""y"": 43.11179733276367, ""level"": 6, ""priority"": 2, ""note"": ""aza_id:0008008/postcode:0670018"", ""fullname"": [""北海道"", ""江別市"", ""八条"", ""八丁目""]}]}"	141.550567626953	43.1117973327637	6	北海道 江別市 八条 八丁目		430700	1413300	430708.80248	1413246.65059	0.88428671171854
1757.61	北海道	夕張郡栗山町	北海道	夕張郡栗山町	"{""matched"": ""北海道夕張郡栗山町"", ""candidates"": [{""id"": 2557809, ""name"": ""栗山町"", ""x"": 141.7841033935547, ""y"": 43.05628967285156, ""level"": 3, ""priority"": 1, ""note"": ""geoshape_city_id:01429A1968/jisx0402:01429/postcode:0691500"", ""fullname"": [""北海道"", ""夕張郡"", ""栗山町""]}]}"	141.784103393555	43.0562896728516	3	北海道 夕張郡 栗山町		430400	1414630	430408.84551	1414616.59014	1.7671146599404
1761.74	北海道	磯谷郡蘭越町字港	北海道	磯谷郡蘭越町字港	"{""matched"": ""北海道磯谷郡蘭越町"", ""candidates"": [{""id"": 8545928, ""name"": ""蘭越町"", ""x"": 140.52835083007812, ""y"": 42.8092041015625, ""level"": 3, ""priority"": 1, ""note"": ""geoshape_city_id:01394A1968/jisx0402:01394/postcode:0481300"", ""fullname"": [""北海道"", ""磯谷郡"", ""蘭越町""]}]}"	140.528350830078	42.8092041015625	3	北海道 磯谷郡 蘭越町		425300	1402100	425308.76	1402047.064	17.1023920330515
1762.10	北海道	岩内郡岩内町字清住	北海道	岩内郡岩内町字清住	"{""matched"": ""北海道岩内郡岩内町字清住"", ""candidates"": [{""id"": 3264764, ""name"": ""字清住"", ""x"": 140.5060577392578, ""y"": 42.979434967041016, ""level"": 5, ""priority"": 2, ""note"": ""aza_id:0003000/postcode:0450022"", ""fullname"": [""北海道"", ""岩内郡"", ""岩内町"", ""字清住""]}]}"	140.506057739258	42.979434967041	5	北海道 岩内郡 岩内町 字清住		425900	1403000	425908.73976	1402946.99473	1.05527860336743
1763.60	北海道	虻田郡倶知安町南3条西2丁目	北海道	虻田郡倶知安町南3条西2丁目	"{""matched"": ""北海道虻田郡倶知安町南3条西2丁目"", ""candidates"": [{""id"": 9915746, ""name"": ""西二丁目"", ""x"": 140.74880981445312, ""y"": 42.89950180053711, ""level"": 6, ""priority"": 2, ""note"": ""aza_id:0047002/postcode:0440033"", ""fullname"": [""北海道"", ""虻田郡"", ""倶知安町"", ""南三条"", ""西二丁目""]}, {""id"": 9916244, ""name"": ""二丁目"", ""x"": 140.74880981445312, ""y"": 42.89950180053711, ""level"": 6, ""priority"": 9, ""note"": ""aza_id:0047002/postcode:0440033"", ""fullname"": [""北海道"", ""虻田郡"", ""倶知安町"", ""南三条西"", ""二丁目""]}]}"	140.748809814453	42.8995018005371	6	北海道 虻田郡 倶知安町 南三条 西二丁目		425400	1404500	425408.79367	1404446.93393	0.382640358628477
1770.18	北海道	寿都郡寿都町字矢追町	北海道	寿都郡寿都町字矢追町	"{""matched"": ""北海道寿都郡寿都町字矢追町"", ""candidates"": [{""id"": 2992806, ""name"": ""字矢追町"", ""x"": 140.20883178710938, ""y"": 42.797813415527344, ""level"": 5, ""priority"": 2, ""note"": ""aza_id:0010000/postcode:0480402"", ""fullname"": [""北海道"", ""寿都郡"", ""寿都町"", ""字矢追町""]}]}"	140.208831787109	42.7978134155273	5	北海道 寿都郡 寿都町 字矢追町		424900	1401200	424908.774	1401147.122	2.57473305393432
1773.27	北海道	虻田郡喜茂別町字末広町	北海道	虻田郡喜茂別町字末広町	"{""matched"": ""北海道虻田郡喜茂別町"", ""candidates"": [{""id"": 9954741, ""name"": ""喜茂別町"", ""x"": 140.9345245361328, ""y"": 42.795440673828125, ""level"": 3, ""priority"": 1, ""note"": ""geoshape_city_id:01398A1968/jisx0402:01398/postcode:0440200"", ""fullname"": [""北海道"", ""虻田郡"", ""喜茂別町""]}]}"	140.934524536133	42.7954406738281	3	北海道 虻田郡 喜茂別町		424800	1405530	424808.8532	1405516.90129	1.32757038746785
1778.45	北海道	湧払郡穂別村字穂別	北海道	勇払郡穂別町	"{""matched"": ""北海道勇払郡穂別町"", ""candidates"": [{""id"": 1742196, ""name"": ""穂別町"", ""x"": 141.9267578125, ""y"": 42.57474136352539, ""level"": 3, ""priority"": 0, ""note"": ""ref:北海道勇払郡むかわ町"", ""fullname"": [""北海道"", ""勇払郡"", ""穂別町""]}]}"	141.9267578125	42.5747413635254	3	北海道 勇払郡 穂別町		424600	1420730	424609.01368	1420716.54812	26.8379313908789
1781.95	北海道	山越郡長万部町	北海道	山越郡長万部町	"{""matched"": ""北海道山越郡長万部町"", ""candidates"": [{""id"": 3167411, ""name"": ""長万部町"", ""x"": 140.38034057617188, ""y"": 42.51348876953125, ""level"": 3, ""priority"": 1, ""note"": ""geoshape_city_id:01347A1968/jisx0402:01347/postcode:0493500"", ""fullname"": [""北海道"", ""山越郡"", ""長万部町""]}]}"	140.380340576172	42.5134887695313	3	北海道 山越郡 長万部町		423100	1402230	423108.91542	1402217.11887	0.964178132977488
1786.13	北海道	苫小牧市	北海道	苫小牧市	"{""matched"": ""北海道苫小牧市"", ""candidates"": [{""id"": 9490209, ""name"": ""苫小牧市"", ""x"": 141.60549926757812, ""y"": 42.63409423828125, ""level"": 3, ""priority"": 1, ""note"": ""geoshape_city_id:01213A1968/jisx0402:01213/postcode:0530000"", ""fullname"": [""北海道"", ""苫小牧市""]}]}"	141.605499267578	42.6340942382813	3	北海道 苫小牧市		423900	1413430	423908.99416	1413416.74555	3.46472967829711
1791.33	北海道	山越郡長万部町字国縫	北海道	山越郡長万部町字国縫	"{""matched"": ""北海道山越郡長万部町字国縫"", ""candidates"": [{""id"": 3174352, ""name"": ""字国縫"", ""x"": 140.31961059570312, ""y"": 42.438987731933594, ""level"": 5, ""priority"": 2, ""note"": ""aza_id:0007000/postcode:0493462"", ""fullname"": [""北海道"", ""山越郡"", ""長万部町"", ""字国縫""]}]}"	140.319610595703	42.4389877319336	5	北海道 山越郡 長万部町 字国縫		422700	1401930	422708.93415	1401917.14674	1.50786715512549
1793.14	北海道	有珠郡伊達町鹿島町	北海道	有珠郡伊達町鹿島町	"{""matched"": ""北海道有珠郡伊達町"", ""candidates"": [{""id"": 4774704, ""name"": ""伊達町"", ""x"": 140.8647003173828, ""y"": 42.47189712524414, ""level"": 3, ""priority"": 1, ""note"": ""geoshape_city_id:01576A1968/jisx0402:01576"", ""fullname"": [""北海道"", ""有珠郡"", ""伊達町""]}]}"	140.864700317383	42.4718971252441	3	北海道 有珠郡 伊達町		422900	1405100	422908.98455	1405046.98225	2.15782911140965
1798.13	北海道	沙流郡門別町	北海道	沙流郡門別町	"{""matched"": ""北海道沙流郡門別町"", ""candidates"": [{""id"": 7454078, ""name"": ""門別町"", ""x"": 142.07435607910156, ""y"": 42.480316162109375, ""level"": 3, ""priority"": 0, ""note"": ""ref:北海道沙流郡日高町"", ""fullname"": [""北海道"", ""沙流郡"", ""門別町""]}]}"	142.074356079102	42.4803161621094	3	北海道 沙流郡 門別町		422900	1420430	422909.12389	1420416.6204	0.66675093579336
