10518.3	4757.3	142.49646387	37.33646354
10872.5	3491.9	142.49638243	39.00293991
11239.3	2201.6	142.49629393	40.66941241
9743.6	1800.9	139.99651671	40.66933457
9386.4	3081.3	139.99659989	39.00286472
9030.8	4356.2	139.99667644	37.33639106
8670.8	5641.9	139.99674691	35.66991345
10069.1	1395.5	140.34396666	41.25069517
10324.4	1663.2	140.88953146	40.99898136
10457.3	1233.7	140.90658070	41.53973734
10757.7	1437.4	141.45555519	41.41455830
10591.6	1883.9	141.37713040	40.87534082
10645.0	2147.5	141.57148789	40.53672827
10701.4	2916.7	142.01885076	39.65039466
10122.3	3891.0	141.52034118	38.30227823
9700.5	4160.2	140.95842263	37.83129512
9406.0	4884.1	140.79842028	36.83303610
9214.5	5708.6	140.85974394	35.74017509
9389.9	2846.1	139.92548588	39.28057457
9405.0	2249.4	139.69552332	39.99685336
9638.6	1824.9	139.87056945	40.61138390
10199.3	2096.9	140.88309131	40.47227487
9103.1	4254.6	140.09976933	37.47711676
