10440.1	4734.5	142.49646387	37.33646354
10790.2	3473.4	142.49638243	39.00293991
11149.6	2186.7	142.49629393	40.66941241
9648.9	1789.0	139.99651671	40.66933457
9297.2	3066.6	139.99659989	39.00286472
8944.5	4340.8	139.99667644	37.33639106
8590.7	5628.1	139.99674691	35.66991345
8243.3	6900.3	139.99681181	34.00343175
7896.8	8172.8	139.99687157	32.33694582
6659.5	6415.8	137.49702179	34.00336909
7040.2	5148.2	137.49696116	35.66984813
7426.1	3883.1	137.49689533	37.33632314
5495.6	4642.8	134.99718120	35.66978732
5080.4	5904.9	134.99723743	34.00331075
4660.7	7166.4	134.99728921	32.33683005
3084.1	6586.5	132.49750598	32.33677848
3528.9	5345.8	132.49745834	34.00325685
3975.4	4097.9	132.49740660	35.66973113
2010.1	4754.6	129.99769824	34.00325928
1537.7	5988.4	129.99772748	32.33673125
1060.8	7227.1	129.99776744	30.67025086
518.9	4154.6	127.49792806	34.00321483
9972.1	1385.0	140.34396666	41.25069517
10229.3	1651.7	140.88953146	40.99898136
10359.7	1223.4	140.90658070	41.53973734
10661.7	1426.2	141.45555519	41.41455830
10498.5	1871.3	141.37713040	40.87534082
10553.8	2133.8	141.57148789	40.53672827
10615.6	2900.6	142.01885076	39.65039466
10038.7	3873.0	141.52034118	38.30227823
9615.7	4142.8	140.95842263	37.83129512
9323.0	4867.0	140.79842028	36.83303610
9135.9	5691.0	140.85974394	35.74017509
8289.5	6115.7	139.79348016	34.96385341
8025.8	6216.7	139.39267397	34.74319381
7943.5	6741.8	139.51545274	34.09532417
7918.8	7547.5	139.78130376	33.11246472
7599.7	6164.8	138.78016835	34.64874033
7245.3	6084.9	138.21937077	34.60276210
6491.5	5865.5	137.02831675	34.58567195
6245.2	6056.4	136.76150220	34.27003590
5482.8	6481.9	135.82701046	33.46837823
5089.7	5992.8	135.06988254	33.89004373
5155.4	5685.1	135.00913802	34.28210817
5256.1	5440.4	135.04245783	34.63081608
4811.2	5327.4	134.34453651	34.56013567
4884.8	5630.2	134.59443496	34.23232538
4252.9	5375.9	133.57510590	34.25944478
3955.7	5339.4	133.09709513	34.16809387
3632.7	5469.8	132.71237988	33.89855377
3529.9	6407.5	133.00830374	32.73443104
4365.3	6269.9	134.16536237	33.27556402
4869.0	5969.0	134.72749297	33.83078913
2905.1	6087.2	131.98891747	32.83125942
2311.4	6751.8	131.47598255	31.78307822
2096.3	7039.6	131.32076740	31.38673738
1554.7	7147.5	130.67626214	31.03120842
1740.9	6704.8	130.65414298	31.59259025
1333.9	6702.3	130.13739465	31.41700949
1316.6	6323.0	129.87272791	31.84627130
1781.1	5960.9	130.33913631	32.45747472
1548.3	5355.1	129.68700354	33.08469200
769.3	5416.3	128.61689593	32.65066341
1558.3	4454.3	129.17788245	34.11542728
2035.9	5060.4	130.21671843	33.65320077
2583.5	5023.9	130.98783667	33.95045319
2694.4	4675.1	130.97563292	34.41610128
3984.0	4317.8	132.63647373	35.42515171
4451.3	4357.2	133.30080983	35.56611471
4603.0	3835.2	133.26534310	36.26474845
5642.0	4609.9	135.22021550	35.76781238
6165.1	4606.9	135.96120607	35.99121962
6874.8	3878.8	136.68503497	37.14710974
7355.0	3761.0	137.35204080	37.45380912
7731.3	4131.0	138.09570082	37.16777761
7998.1	3528.9	138.24786524	37.97902546
9300.1	2831.9	139.92548588	39.28057457
9312.6	2236.4	139.69552332	39.99685336
9543.9	1813.0	139.87056945	40.61138390
10107.2	2083.7	140.88309131	40.47227487
9016.5	4238.9	140.09976933	37.47711676
7487.2	4981.1	138.07472589	36.05136673
6162.3	5000.9	136.16218491	35.49814802
5879.9	5333.6	135.90209454	35.00609220
4447.3	5302.1	133.78681419	34.44154738
3270.7	5372.5	132.14054863	33.84633853
2991.6	5754.1	131.85230414	33.24838364
3062.4	5714.1	132.03911095	33.35643735
3194.3	6043.0	132.38455499	33.02371974
1782.3	7361.3	131.05298470	30.81540039
1228.5	7530.1	130.38153164	30.38518227
