9612 6897 128.40085168 27.05175936
9642 6899 128.43261701 27.06732677
9629 6946 128.44109794 27.02173097
9789 6672 128.53437978 27.40442740
9915 6675 128.71189440 27.43703504
10058 6480 128.88234722 27.72298911
10194 6474 129.03575593 27.77061940
10188 6374 128.96727756 27.89235944
10136 6364 128.90078811 27.89196849
10388 6334 129.25953161 28.00942138
10394 6095 129.19782166 28.29421817
10694 6035 129.61941827 28.47403091
10726 6045 129.65405782 28.46363747
10554 6205 129.47285087 28.21302471
10949 6181 130.02025658 28.37818706
10867 6244 129.94538499 28.27532638
9390 6817 128.02131150 27.09321773
9303 6878 127.93987533 27.00541532
9285 6903 127.94035659 26.95592869
9494 7020 128.26419860 26.87423531
9205 7083 127.88277401 26.71044457
9023 7264 127.71672755 26.43846000
9150 7421 127.91875951 26.29689287
8938 7543 127.67453636 26.08039061
8702 7367 127.30435894 26.23065783
8728 7401 127.35769382 26.18943476
8366 7130 126.77716656 26.39118702
8326 7150 126.71223777 26.36746998
8367 7203 126.80991061 26.29224353
8739 7081 127.23168266 26.58840723
