9574.0	6891.8	128.40085168	27.05175936
9603.9	6893.8	128.43261701	27.06732677
9590.9	6940.7	128.44109794	27.02173097
9750.5	6667.5	128.53437978	27.40442740
9876.2	6670.6	128.71189440	27.43703504
10018.9	6476.2	128.88234722	27.72298911
10154.6	6470.3	129.03575593	27.77061940
10148.6	6370.5	128.96727756	27.89235944
10096.7	6360.5	128.90078811	27.89196849
10348.1	6330.8	129.25953161	28.00942138
10354.1	6092.2	129.19782166	28.29421817
10653.5	6032.5	129.61941827	28.47403091
10685.4	6042.5	129.65405782	28.46363747
10513.8	6202.1	129.47285087	28.21302471
10908.0	6178.4	130.02025658	28.37818706
10826.1	6241.2	129.94538499	28.27532638
9352.4	6811.7	128.02131150	27.09321773
9265.6	6872.5	127.93987533	27.00541532
9247.6	6897.4	127.94035659	26.95592869
9456.2	7014.4	128.26419860	26.87423531
9167.8	7076.9	127.88277401	26.71044457
8986.1	7257.3	127.71672755	26.43846000
9112.9	7414.0	127.91875951	26.29689287
8901.2	7535.4	127.67453636	26.08039061
8665.5	7359.7	127.30435894	26.23065783
8691.5	7393.6	127.35769382	26.18943476
8329.9	7123.1	126.77716656	26.39118702
8289.9	7143.0	126.71223777	26.36746998
8330.9	7195.8	126.80991061	26.29224353
8702.5	7074.5	127.23168266	26.58840723
